Information for Project 2008-115 ICE-L
---------------------------------------------
FY=2008
CY=2007
  Project Mgr(s):  Jorgen Jensen
    Scientist(s):  Andy Heymsfield
   Programmer(s):  Chris Webster
Production Proc.:  
MSS Project Directory Name:  ICE-L
MSS Read Password:
---------------------------------------------------
Creating tarfile for /scr/raf2/Raw_Data/ICE-L/sid-2h/RF01-Nov07
-rw-rw-r-- dcrogers/proj     136688 2007-11-07 21:00:32 RF01-Nov07/07Nov07#2030-003.srd
-rw-rw-r-- dcrogers/proj      18840 2007-11-07 18:33:22 RF01-Nov07/07Nov07#1803-003.srd
-rw-rw-r-- dcrogers/proj     199084 2007-11-07 20:19:00 RF01-Nov07/07Nov07#2008-001.srd
-rw-rw-r-- dcrogers/proj      26260 2007-11-07 18:23:22 RF01-Nov07/07Nov07#1803-002.srd
-rw-rw-r-- dcrogers/proj   13588280 2007-11-07 20:50:32 RF01-Nov07/07Nov07#2030-002.srd
-rw-rw-r-- dcrogers/proj     121568 2007-11-07 22:00:32 RF01-Nov07/07Nov07#2030-009.srd
-rw-rw-r-- dcrogers/proj     993068 2007-11-07 18:02:58 RF01-Nov07/07Nov07#1756-001.srd
-rw-rw-r-- dcrogers/proj      17164 2007-11-07 20:30:22 RF01-Nov07/07Nov07#2008-003.srd
-rw-rw-r-- dcrogers/proj     313712 2007-11-07 19:19:42 RF01-Nov07/07Nov07#1803-008.srd
-rw-rw-r-- dcrogers/proj     122996 2007-11-07 20:29:00 RF01-Nov07/07Nov07#2008-002.srd
-rw-rw-r-- dcrogers/proj      32748 2007-11-07 18:13:22 RF01-Nov07/07Nov07#1803-001.srd
-rw-rw-r-- dcrogers/proj    8971448 2007-11-07 20:40:32 RF01-Nov07/07Nov07#2030-001.srd
-rw-rw-r-- dcrogers/proj     128708 2007-11-07 21:50:32 RF01-Nov07/07Nov07#2030-008.srd
-rw-rw-r-- dcrogers/proj      14544 2007-11-07 20:08:52 RF01-Nov07/07Nov07#1947-003.srd
-rw-rw-r-- dcrogers/proj      20556 2007-11-07 22:02:08 RF01-Nov07/07Nov07#2030-010.srd
-rw-rw-r-- dcrogers/proj     120376 2007-11-07 19:31:40 RF01-Nov07/07Nov07#1921-001.srd
-rw-rw-r-- dcrogers/proj     264368 2007-11-07 21:20:32 RF01-Nov07/07Nov07#2030-005.srd
-rw-rw-r-- dcrogers/proj      48420 2007-11-07 18:53:22 RF01-Nov07/07Nov07#1803-005.srd
